lon,lat,cluster
-122.42796628826599,37.711822938604605,0
-122.42796628826599,37.711822938604605,0
-122.422062730264,37.789920001484106,1
-122.422062730264,37.789920001484106,1
-122.422062730264,37.789920001484106,1
-122.422062730264,37.789920001484106,1
-122.422062730264,37.789920001484106,1
-122.422062730264,37.789920001484106,1
-122.422062730264,37.789920001484106,1
-122.422062730264,37.789920001484106,1
-122.422062730264,37.789920001484106,1
-122.422062730264,37.789920001484106,1
-122.422062730264,37.789920001484106,1
-122.422062730264,37.789920001484106,1
-122.422062730264,37.789920001484106,1
-122.422062730264,37.789920001484106,1
-122.422062730264,37.789920001484106,1
-122.422062730264,37.789920001484106,1
-122.422062730264,37.789920001484106,1
-122.422062730264,37.789920001484106,1
-122.422062730264,37.789920001484106,1
-122.422062730264,37.789920001484106,1
-122.422062730264,37.789920001484106,1
-122.422062730264,37.789920001484106,1
-122.422062730264,37.789920001484106,1
-122.422062730264,37.789920001484106,1
-122.42796628826599,37.711822938604605,0
-122.42796628826599,37.711822938604605,0
-122.42796628826599,37.711822938604605,0
-122.42796628826599,37.711822938604605,0
-122.42796628826599,37.711822938604605,0
-122.417664996559,37.756290543746502,0
-122.416872883664,37.758764020113205,0
-122.415921585459,37.759612316868498,0
-122.417664996559,37.756290543746502,0
-122.415781281593,37.7588312134679,0
-122.40553946786899,37.796217629895203,1
-122.40553946786899,37.796217629895203,1
-122.41812008648998,37.760301234039702,0
-122.41718044863501,37.761967421810205,0
-122.404195424821,37.791225517411903,1
-122.404195424821,37.791225517411903,1
-122.404195424821,37.791225517411903,1
-122.403464080033,37.7785233776032,1
-122.416331137192,37.758852001430895,0
-122.418656834239,37.760213441745798,0
-122.415781281593,37.7588312134679,0
-122.404505574379,37.759585047890099,0
-122.41810892585899,37.759480132576897,0
-122.45956459533701,37.7246926893786,0
-122.45956459533701,37.7246926893786,0
-122.47430807989402,37.716642533269102,0
-122.47430807989402,37.716642533269102,0
-122.47430807989402,37.716642533269102,0
-122.47430807989402,37.716642533269102,0
-122.47430807989402,37.716642533269102,0
-122.47430807989402,37.716642533269102,0
-122.47430807989402,37.716642533269102,0
-122.47430807989402,37.716642533269102,0
-122.47430807989402,37.716642533269102,0
-122.47430807989402,37.716642533269102,0
-122.47430807989402,37.716642533269102,0
-122.47430807989402,37.716642533269102,0
-122.47430807989402,37.716642533269102,0
-122.47430807989402,37.716642533269102,0
-122.47430807989402,37.716642533269102,0
-122.47430807989402,37.716642533269102,0
-122.41781255878701,37.757100579642795,0
-122.419360352761,37.761835801237602,0
-122.415781281593,37.7588312134679,0
-122.44181162804099,37.799001943680899,1
-122.44181162804099,37.799001943680899,1
-122.40539653723999,37.793524904033497,1
-122.40698104696699,37.794637319746201,1
-122.404195424821,37.791225517411903,1
-122.42081470958,37.783627872069601,1
-122.450929424436,37.722520846224398,0
-122.450929424436,37.722520846224398,0
-122.450929424436,37.722520846224398,0
-122.450929424436,37.722520846224398,0
-122.450929424436,37.722520846224398,0
-122.450929424436,37.722520846224398,0
-122.450929424436,37.722520846224398,0
-122.450929424436,37.722520846224398,0
-122.450929424436,37.722520846224398,0
-122.41616767094,37.757144758607296,0
-122.41812008648998,37.760301234039702,0
-122.41592984954799,37.7604330003754,0
-122.417028392106,37.760365693157297,0
-122.41812008648998,37.760301234039702,0
-122.41577026403999,37.758011829512299,0
-122.41672098200399,37.757167781718799,0
-122.41592984954799,37.7604330003754,0
-122.41796448376002,37.7586968166489,0
-122.41781255878701,37.757100579642795,0
-122.417413347097,37.758676483300206,0
-122.450929424436,37.722520846224398,0
-122.450929424436,37.722520846224398,0
-122.450929424436,37.722520846224398,0
-122.450929424436,37.722520846224398,0
-122.404304136216,37.744218080268297,0
-122.42399190743799,37.752695957127706,0
-122.41810892585899,37.759480132576897,0
-122.41796448376002,37.7586968166489,0
-122.41592984954799,37.7604330003754,0
-122.416863555609,37.757945951492403,0
-122.45956459533701,37.7246926893786,0
-122.417817852676,37.7578884408086,0
-122.41796448376002,37.7586968166489,0
-122.41718044863501,37.761967421810205,0
-122.41796448376002,37.7586968166489,0
-122.41484513920601,37.760500072599498,0
-122.41592984954799,37.7604330003754,0
-122.41796448376002,37.7586968166489,0
-122.41781255878701,37.757100579642795,0
-122.47430807989402,37.716642533269102,0
-122.47430807989402,37.716642533269102,0
-122.47430807989402,37.716642533269102,0
-122.47430807989402,37.716642533269102,0
-122.47430807989402,37.716642533269102,0
-122.47430807989402,37.716642533269102,0
-122.47430807989402,37.716642533269102,0
-122.47430807989402,37.716642533269102,0
-122.47430807989402,37.716642533269102,0
-122.47430807989402,37.716642533269102,0
-122.47430807989402,37.716642533269102,0
-122.47430807989402,37.716642533269102,0
-122.47430807989402,37.716642533269102,0
-122.47430807989402,37.716642533269102,0
-122.47430807989402,37.716642533269102,0
-122.47430807989402,37.716642533269102,0
-122.47430807989402,37.716642533269102,0
-122.47430807989402,37.716642533269102,0
-122.47430807989402,37.716642533269102,0
-122.47430807989402,37.716642533269102,0
-122.47430807989402,37.716642533269102,0
-122.47430807989402,37.716642533269102,0
-122.47430807989402,37.716642533269102,0
-122.47430807989402,37.716642533269102,0
-122.47430807989402,37.716642533269102,0
-122.47430807989402,37.716642533269102,0
-122.410699657634,37.786988188530799,1
-122.416078423909,37.762034786651896,0
-122.41277729699,37.786834389270098,1
-122.39200436198799,37.737488945182704,0
-122.47528507007601,37.716257796448495,0
-122.414390137578,37.788545279208101,1
-122.40711449111799,37.789901982250797,1
-122.405941469147,37.790463177977102,1
-122.405283980519,37.796551048078896,1
-122.41174737192399,37.785998832379796,1
-122.41445776463399,37.776508037023298,1
-122.40653911514799,37.756486410930897,0
-122.40653911514799,37.756486410930897,0
-122.40968619183701,37.786204210529498,1
-122.409756223507,37.786912692426704,1
-122.409756223507,37.786912692426704,1
-122.40987662253201,37.787148807979001,1
-122.405832474482,37.785744654560901,1
-122.40820165725401,37.7868849113107,1
-122.40823102626101,37.787359494956,1
-122.41796448376002,37.7586968166489,0
-122.415781281593,37.7588312134679,0
-122.41592984954799,37.7604330003754,0
-122.415629332446,37.757232227914002,0
-122.422062730264,37.789920001484106,1
-122.422062730264,37.789920001484106,1
-122.422062730264,37.789920001484106,1
-122.422062730264,37.789920001484106,1
-122.422062730264,37.789920001484106,1
-122.422062730264,37.789920001484106,1
-122.422062730264,37.789920001484106,1
-122.422062730264,37.789920001484106,1
-122.422062730264,37.789920001484106,1
-122.422062730264,37.789920001484106,1
-122.409888227377,37.806025533995602,1
-122.40987662253201,37.787148807979001,1
-122.408040474858,37.786409403361795,1
-122.409055191364,37.787197959106201,1
-122.40987662253201,37.787148807979001,1
-122.408519707346,37.786404470820898,1
-122.408040474858,37.786409403361795,1
-122.407244087032,37.786564760768499,1
-122.40785423453801,37.785492204460198,1
-122.40968619183701,37.786204210529498,1
-122.40987662253201,37.787148807979001,1
-122.41796448376002,37.7586968166489,0
-122.40823102626101,37.787359494956,1
-122.40968619183701,37.786204210529498,1
-122.40820165725401,37.7868849113107,1
-122.408040474858,37.786409403361795,1
-122.40987662253201,37.787148807979001,1
-122.40968619183701,37.786204210529498,1
-122.40823102626101,37.787359494956,1
-122.41151882035901,37.786940899880499,1
-122.417955821717,37.757880121443698,0
-122.408040474858,37.786409403361795,1
-122.409055191364,37.787197959106201,1
-122.418221946229,37.748166408398497,0
-122.418221946229,37.748166408398497,0
-122.50214872850901,37.775549626163397,1
-122.41931732406999,37.787913697910597,1
-122.41420144235001,37.787610939464798,1
-122.40539653723999,37.793524904033497,1
-122.412782236976,37.805665468452297,1
-122.40987662253201,37.787148807979001,1
-122.38685178392001,37.717509105170897,0
-122.416708153993,37.768471566409204,0
-122.416708153993,37.768471566409204,0
-122.42218826142599,37.772694823686102,0
-122.40120722171301,37.722029097311896,0
-122.400916029025,37.785457490299699,1
-122.400916029025,37.785457490299699,1
-122.400916029025,37.785457490299699,1
-122.400916029025,37.785457490299699,1
-122.400916029025,37.785457490299699,1
-122.41920824950701,37.760234075360501,0
-122.41796448376002,37.7586968166489,0
-122.400816275984,37.788817004015797,1
-122.50647008556901,37.760345451725996,0
-122.41799760821002,37.776955113843606,1
-122.41727334493901,37.786149394759398,1
-122.40482801879,37.789759693834206,1
-122.403891536014,37.798715318988201,1
-122.417028392106,37.760365693157297,0
-122.448307079193,37.735650639894793,0
-122.448307079193,37.735650639894793,0
-122.448307079193,37.735650639894793,0
-122.40855068186701,37.777388556621901,1
-122.40855068186701,37.777388556621901,1
-122.41796448376002,37.7586968166489,0
-122.47755033951799,37.761730668522205,0
-122.47755033951799,37.761730668522205,0
-122.47755033951799,37.761730668522205,0
-122.421733767763,37.763299694593798,0
-122.46851080101999,37.719716966346503,0
-122.46134651102699,37.777410434519098,1
-122.49573117701701,37.775842904213398,1
-122.49094435983601,37.7535477247351,0
-122.48130933655099,37.754082245047705,0
-122.48130933655099,37.754082245047705,0
-122.400916029025,37.785457490299699,1
-122.400916029025,37.785457490299699,1
-122.400916029025,37.785457490299699,1
-122.400916029025,37.785457490299699,1
-122.400916029025,37.785457490299699,1
-122.400916029025,37.785457490299699,1
-122.400916029025,37.785457490299699,1
-122.400916029025,37.785457490299699,1
-122.400916029025,37.785457490299699,1
-122.400916029025,37.785457490299699,1
-122.400916029025,37.785457490299699,1
-122.400916029025,37.785457490299699,1
-122.41812008648998,37.760301234039702,0
-122.50420633639901,37.750192219199207,0
-122.50420633639901,37.750192219199207,0
-122.40340479147899,37.775420706711003,1
-122.41796448376002,37.7586968166489,0
-122.48503873045601,37.761291136424205,0
-122.48503873045601,37.761291136424205,0
-122.48503873045601,37.761291136424205,0
-122.40539653723999,37.793524904033497,1
-122.41285712652399,37.7855804361702,1
-122.41603297650299,37.788335124818104,1
-122.439329634936,37.781978853356797,1
-122.39292590848301,37.790916209365705,1
-122.483904120247,37.718487298728597,0
